Al_pct,Mg_pct,Si_pct,Cu_pct,Zn_pct,Fe_pct,aging_temp_C,aging_time_hr,cooling_rate_Cps,grain_size_um,tensile_strength_MPa,elongation_pct,hardness_HV
90.62178083193153,1.051924031971901,1.0235314517753538,0.393535187609359,3.1271672508329673,0.11406370010847766,197.78988061062387,18.13321399177097,38.619407047077054,12.424609900158526,411.77139902991627,10.19329410494878,126.46466756066823
94.65500014486942,0.7059526140396067,1.292048831689785,1.0258041727900964,4.041341056081391,0.2292580869117669,146.23950931275272,2.009026367661847,23.38526062423449,11.277599398740577,447.9094407137694,9.535137547901286,134.63763766370388
93.12395759267983,2.2012482551867825,1.4808157958525572,0.9169719068300134,0.34518468455687457,0.31764344957578744,148.49040154472155,15.11601872685229,35.84730762290836,,393.81686234811104,16.135136946656452,111.36903166773114
92.19060938937926,2.136278035702838,0.6460865253824948,1.2341303120386466,1.6739452094533958,0.3206849488079868,179.42250766919645,22.15074608698915,36.92880190090355,18.814981047494694,425.0708532783443,11.179356946279961,118.29685411931277
89.09213048309705,1.1831488174955234,1.4533625824891117,1.9991596361758333,1.5685156237857811,0.2426235684707555,152.85706793527885,8.334550070050819,7.3446386200515255,7.731815093495604,438.8064973306899,9.167648565206765,134.07955949268538
89.09196164235343,2.877158905626026,0.7673782738829045,1.5619528987558895,3.1782266097630663,0.2789211025010403,218.26123708235792,6.081571455669822,48.32581222930957,7.316671295212388,448.51721520536915,9.412639956677577,143.07571716594478
88.4065852851774,0.8776447294522506,0.7626142856843068,0.8559448357331116,1.7797888673532025,0.48620716729390656,152.68161872219275,16.336955487325394,41.14108138127334,10.380164689176036,373.6556764233692,13.984076558009175,113.67164060411325
94.06323302042455,1.5808370026065048,0.7084645251054068,1.6723507993206892,0.742533908218404,0.2509393908921247,178.99742683711793,17.67723096056465,10.621931329193263,13.004267981656184,392.7335239646441,11.579699694743084,120.94050810531391
92.20780508220246,2.859039800418997,0.9496891288171021,0.4243458902937124,2.9823353770677183,0.2032907253039932,169.12968454732044,17.13667141694359,9.715169269430477,9.133445082267956,493.6848087705367,6.730627870426003,143.5819111032336
92.95650804457232,1.5493182923153057,0.4849740518141845,0.15788100398702423,4.071919603345408,0.19738681762670407,191.15091371632784,9.024971360470229,6.7202267061893455,16.16433062130084,470.6383979887087,6.18270520673042,146.26599110692763
88.14409146007061,2.0963148691602136,0.9644537824296133,0.48845190768211877,1.910617472299866,0.2831058450816537,150.322912711154,7.5484528475052795,7.34973884582496,10.878729809995544,419.5704738100001,13.307868622260838,130.88366441741022
94.78936896513396,1.4939859949069856,0.9500457748920048,0.7467819566170933,0.6613435754924085,0.40380805948677767,174.42531424339126,23.030213599164973,37.534009051920464,18.561834718589004,355.2689313254081,18.171011093021175,103.09968703610154
93.82709848560295,1.1855380058716751,1.214282175125844,1.0701034391731639,0.9834409865641153,0.1823952736753893,161.9764026245715,22.31258918193845,23.747885719105366,14.910180651498035,399.20346387525666,13.396355908729713,122.48808303174263
89.48637377474793,2.9599441198995704,1.3003799543251027,1.2687453670282798,1.18741652584692,0.3837184508563073,211.02012197373506,12.060965417642047,39.255241550623424,24.942962945579886,409.6497115118811,14.16979485722583,114.06282420019949
89.2727747704497,1.5233350157876075,0.8285296203749088,1.8301508627074012,1.499487964972681,0.10845992933976652,143.2468569707756,20.616265055396216,37.43961727033517,10.207353885148155,393.8306241170363,12.405431634599433,121.76874706890581
89.28383156897404,2.735248009197836,0.6627998992217925,1.0687226181458696,3.2139753525315458,0.2675731911935784,213.09819952051674,11.951116507954513,30.42832931850847,17.074539054736228,421.9337187683188,12.812856309844523,123.7180277015954
90.12969570071677,1.0748865147277153,0.6112018767805134,1.052423724788886,3.004727422688595,0.4103460260811148,206.63953108424005,11.336558397595228,34.47514702564464,5.96122210525568,400.07377140438314,14.55124408220505,113.88648573676484
